INPUT_TABLE,,,,,,
Variable ID,,,,,,
RegionTechEff_new,,,,,,
,,,,,,
Region,supplysector,subsector,technology,year,minicam.energy.input,efficiency
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (dry cooling),2030,regional coal,0.44
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (dry cooling),2035,regional coal,0.455
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (dry cooling),2040,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (dry cooling),2045,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (dry cooling),2050,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (dry cooling),2055,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (dry cooling),2060,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (dry cooling),2065,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (dry cooling),2070,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (dry cooling),2075,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (dry cooling),2080,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (dry cooling),2085,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (dry cooling),2090,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (dry cooling),2095,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (dry cooling),2100,regional coal,0.47
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (once through),2020,wholesale gas,0.38
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (once through),2025,wholesale gas,0.385
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (once through),2030,wholesale gas,0.39
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (once through),2035,wholesale gas,0.4
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (once through),2040,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (once through),2045,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (once through),2050,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (once through),2055,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (once through),2060,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (once through),2065,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (once through),2070,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (once through),2075,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (once through),2080,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (once through),2085,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (once through),2090,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (once through),2095,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (once through),2100,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (seawater),2020,wholesale gas,0.38
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (seawater),2025,wholesale gas,0.385
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (seawater),2030,wholesale gas,0.39
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (seawater),2035,wholesale gas,0.4
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (seawater),2040,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (seawater),2045,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (seawater),2050,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (seawater),2055,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (seawater),2060,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (seawater),2065,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (seawater),2070,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (seawater),2075,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (seawater),2080,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (seawater),2085,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (seawater),2090,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (seawater),2095,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (recirculating),2100,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (recirculating),2020,wholesale gas,0.38
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (recirculating),2025,wholesale gas,0.385
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (recirculating),2030,wholesale gas,0.39
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (recirculating),2035,wholesale gas,0.4
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (recirculating),2040,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (recirculating),2045,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (recirculating),2050,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (recirculating),2055,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (recirculating),2060,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (recirculating),2065,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (recirculating),2070,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (recirculating),2075,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (recirculating),2080,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (recirculating),2085,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (recirculating),2090,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (recirculating),2095,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (recirculating),2100,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (cooling pond),2020,wholesale gas,0.38
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (cooling pond),2025,wholesale gas,0.385
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (cooling pond),2030,wholesale gas,0.39
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (cooling pond),2035,wholesale gas,0.4
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (cooling pond),2040,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (cooling pond),2045,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (cooling pond),2050,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (cooling pond),2055,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (cooling pond),2060,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (cooling pond),2065,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (cooling pond),2070,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (cooling pond),2075,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (cooling pond),2080,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (cooling pond),2085,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (cooling pond),2090,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (cooling pond),2095,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (cooling pond),2100,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (dry cooling),2020,wholesale gas,0.38
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (dry cooling),2025,wholesale gas,0.385
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (dry cooling),2030,wholesale gas,0.39
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (dry cooling),2035,wholesale gas,0.4
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (dry cooling),2040,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (dry cooling),2045,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (dry cooling),2050,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (dry cooling),2055,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (dry cooling),2060,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (dry cooling),2065,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (dry cooling),2070,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (dry cooling),2075,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (dry cooling),2080,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (dry cooling),2085,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (dry cooling),2090,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (dry cooling),2095,wholesale gas,0.41
India,elec_gas (steam/CT),gas (steam/CT),gas (steam/CT) (dry cooling),2100,wholesale gas,0.41
India,elec_gas (CC),gas (CC),gas (CC) (once through),2020,wholesale gas,0.56
India,elec_gas (CC),gas (CC),gas (CC) (once through),2025,wholesale gas,0.565
India,elec_gas (CC),gas (CC),gas (CC) (once through),2030,wholesale gas,0.57
India,elec_gas (CC),gas (CC),gas (CC) (once through),2035,wholesale gas,0.575
India,elec_gas (CC),gas (CC),gas (CC) (once through),2040,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (once through),2045,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (once through),2050,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (once through),2055,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (once through),2060,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (once through),2065,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (once through),2070,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (once through),2075,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (once through),2080,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (once through),2085,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (once through),2090,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (once through),2095,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (once through),2100,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (seawater),2020,wholesale gas,0.56
India,elec_gas (CC),gas (CC),gas (CC) (seawater),2025,wholesale gas,0.565
India,elec_gas (CC),gas (CC),gas (CC) (seawater),2030,wholesale gas,0.57
India,elec_gas (CC),gas (CC),gas (CC) (seawater),2035,wholesale gas,0.575
India,elec_gas (CC),gas (CC),gas (CC) (seawater),2040,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (seawater),2045,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (seawater),2050,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (seawater),2055,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (seawater),2060,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (seawater),2065,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (seawater),2070,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (seawater),2075,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (seawater),2080,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (seawater),2085,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (seawater),2090,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (seawater),2095,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (seawater),2100,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (recirculating),2020,wholesale gas,0.56
India,elec_gas (CC),gas (CC),gas (CC) (recirculating),2025,wholesale gas,0.565
India,elec_gas (CC),gas (CC),gas (CC) (recirculating),2030,wholesale gas,0.57
India,elec_gas (CC),gas (CC),gas (CC) (recirculating),2035,wholesale gas,0.575
India,elec_gas (CC),gas (CC),gas (CC) (recirculating),2040,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (recirculating),2045,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (recirculating),2050,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (recirculating),2055,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (recirculating),2060,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (recirculating),2065,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (recirculating),2070,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (recirculating),2075,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (recirculating),2080,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (recirculating),2085,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (recirculating),2090,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (recirculating),2095,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (recirculating),2100,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (cooling pond),2020,wholesale gas,0.56
India,elec_gas (CC),gas (CC),gas (CC) (cooling pond),2025,wholesale gas,0.565
India,elec_gas (CC),gas (CC),gas (CC) (cooling pond),2030,wholesale gas,0.57
India,elec_gas (CC),gas (CC),gas (CC) (cooling pond),2035,wholesale gas,0.575
India,elec_gas (CC),gas (CC),gas (CC) (cooling pond),2040,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (cooling pond),2045,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (cooling pond),2050,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (cooling pond),2055,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (cooling pond),2060,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (cooling pond),2065,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (cooling pond),2070,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (cooling pond),2075,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (cooling pond),2080,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (cooling pond),2085,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (cooling pond),2090,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (cooling pond),2095,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (cooling pond),2100,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (dry cooling),2020,wholesale gas,0.56
India,elec_gas (CC),gas (CC),gas (CC) (dry cooling),2025,wholesale gas,0.565
India,elec_gas (CC),gas (CC),gas (CC) (dry cooling),2030,wholesale gas,0.57
India,elec_gas (CC),gas (CC),gas (CC) (dry cooling),2035,wholesale gas,0.575
India,elec_gas (CC),gas (CC),gas (CC) (dry cooling),2040,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (dry cooling),2045,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (dry cooling),2050,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (dry cooling),2055,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (dry cooling),2060,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (dry cooling),2065,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (dry cooling),2070,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (dry cooling),2075,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (dry cooling),2080,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (dry cooling),2085,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (dry cooling),2090,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (dry cooling),2095,wholesale gas,0.58
India,elec_gas (CC),gas (CC),gas (CC) (dry cooling),2100,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (once through),2020,wholesale gas,0.56
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (once through),2025,wholesale gas,0.565
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (once through),2030,wholesale gas,0.57
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (once through),2035,wholesale gas,0.575
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (once through),2040,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (once through),2045,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (once through),2050,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (once through),2055,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (once through),2060,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (once through),2065,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (once through),2070,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (once through),2075,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (once through),2080,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (once through),2085,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (once through),2090,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (once through),2095,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (once through),2100,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (seawater),2020,wholesale gas,0.56
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (seawater),2025,wholesale gas,0.565
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (seawater),2030,wholesale gas,0.57
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (seawater),2035,wholesale gas,0.575
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (seawater),2040,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (seawater),2045,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (seawater),2050,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (seawater),2055,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (seawater),2060,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (seawater),2065,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (seawater),2070,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (seawater),2075,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (seawater),2080,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (seawater),2085,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (seawater),2090,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (seawater),2095,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (seawater),2100,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (recirculating),2020,wholesale gas,0.56
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (recirculating),2025,wholesale gas,0.565
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (recirculating),2030,wholesale gas,0.57
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (recirculating),2035,wholesale gas,0.575
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (recirculating),2040,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (recirculating),2045,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (recirculating),2050,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (recirculating),2055,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (recirculating),2060,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (recirculating),2065,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (recirculating),2070,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (recirculating),2075,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (recirculating),2080,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (recirculating),2085,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (recirculating),2090,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (recirculating),2095,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (recirculating),2100,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (dry cooling),2020,wholesale gas,0.56
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (dry cooling),2025,wholesale gas,0.565
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (dry cooling),2030,wholesale gas,0.57
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (dry cooling),2035,wholesale gas,0.575
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (dry cooling),2040,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (dry cooling),2045,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (dry cooling),2050,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (dry cooling),2055,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (dry cooling),2060,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (dry cooling),2065,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (dry cooling),2070,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (dry cooling),2075,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (dry cooling),2080,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (dry cooling),2085,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (dry cooling),2090,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (dry cooling),2095,wholesale gas,0.58
India,elec_gas (CC CCS),gas (CC CCS),gas (CC CCS) (dry cooling),2100,wholesale gas,0.58
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (once through),2020,refined liquids industrial,0.371
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (once through),2025,refined liquids industrial,0.38
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (once through),2030,refined liquids industrial,0.388
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (once through),2035,refined liquids industrial,0.395
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (once through),2040,refined liquids industrial,0.402
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (once through),2045,refined liquids industrial,0.409
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (once through),2050,refined liquids industrial,0.415
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (once through),2055,refined liquids industrial,0.421
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (once through),2060,refined liquids industrial,0.427
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (once through),2065,refined liquids industrial,0.433
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (once through),2070,refined liquids industrial,0.438
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (once through),2075,refined liquids industrial,0.443
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (once through),2080,refined liquids industrial,0.448
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (once through),2085,refined liquids industrial,0.452
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (once through),2090,refined liquids industrial,0.457
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (once through),2095,refined liquids industrial,0.461
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (once through),2100,refined liquids industrial,0.465
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (seawater),2020,refined liquids industrial,0.371
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (seawater),2025,refined liquids industrial,0.38
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (seawater),2030,refined liquids industrial,0.388
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (seawater),2035,refined liquids industrial,0.395
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (seawater),2040,refined liquids industrial,0.402
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (seawater),2045,refined liquids industrial,0.409
India,elec_refined liquids (steam/CT),refined liquids (steam/CT),refined liquids (steam/CT) (seawater),2050,refined liquids industrial,0.415
