INPUT_TABLE,,,,,,
Variable ID,,,,,,
RegionTechEff_new,,,,,,
,,,,,,
Region,supplysector,subsector,technology,year,minicam.energy.input,efficiency
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2090,regional coal,0.4
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2095,regional coal,0.4
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2100,regional coal,0.4
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (dry cooling),2020,regional coal,0.4
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (dry cooling),2025,regional coal,0.4
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (dry cooling),2030,regional coal,0.4
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (dry cooling),2035,regional coal,0.4
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (dry cooling),2040,regional coal,0.4
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (dry cooling),2045,regional coal,0.4
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (dry cooling),2050,regional coal,0.4
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (dry cooling),2055,regional coal,0.4
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (dry cooling),2060,regional coal,0.4
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (dry cooling),2065,regional coal,0.4
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (dry cooling),2070,regional coal,0.4
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (dry cooling),2075,regional coal,0.4
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (dry cooling),2080,regional coal,0.4
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (dry cooling),2085,regional coal,0.4
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (dry cooling),2090,regional coal,0.4
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (dry cooling),2095,regional coal,0.4
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (dry cooling),2100,regional coal,0.4
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (once through),2020,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (once through),2025,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (once through),2030,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (once through),2035,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (once through),2040,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (once through),2045,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (once through),2050,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (once through),2055,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (once through),2060,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (once through),2065,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (once through),2070,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (once through),2075,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (once through),2080,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (once through),2085,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (once through),2090,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (once through),2095,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (once through),2100,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (seawater),2020,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (seawater),2025,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (seawater),2030,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (seawater),2035,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (seawater),2040,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (seawater),2045,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (seawater),2050,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (seawater),2055,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (seawater),2060,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (seawater),2065,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (seawater),2070,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (seawater),2075,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (seawater),2080,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (seawater),2085,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (seawater),2090,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (seawater),2095,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (seawater),2100,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (recirculating),2020,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (recirculating),2025,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (recirculating),2030,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (recirculating),2035,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (recirculating),2040,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (recirculating),2045,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (recirculating),2050,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (recirculating),2055,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (recirculating),2060,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (recirculating),2065,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (recirculating),2070,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (recirculating),2075,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (recirculating),2080,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (recirculating),2085,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (recirculating),2090,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (recirculating),2095,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (recirculating),2100,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2020,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2025,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2030,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2035,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2040,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2045,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2050,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2055,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2060,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2065,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2070,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2075,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2080,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2085,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2090,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2095,regional coal,0.45
India,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2100,regional coal,0.45
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (once through),2020,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (once through),2025,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (once through),2030,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (once through),2035,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (once through),2040,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (once through),2045,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (once through),2050,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (once through),2055,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (once through),2060,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (once through),2065,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (once through),2070,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (once through),2075,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (once through),2080,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (once through),2085,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (once through),2090,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (once through),2095,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (once through),2100,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (seawater),2020,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (seawater),2025,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (seawater),2030,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (seawater),2035,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (seawater),2040,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (seawater),2045,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (seawater),2050,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (seawater),2055,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (seawater),2060,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (seawater),2065,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (seawater),2070,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (seawater),2075,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (seawater),2080,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (seawater),2085,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (seawater),2090,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (seawater),2095,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (seawater),2100,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (recirculating),2020,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (recirculating),2025,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (recirculating),2030,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (recirculating),2035,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (recirculating),2040,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (recirculating),2045,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (recirculating),2050,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (recirculating),2055,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (recirculating),2060,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (recirculating),2065,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (recirculating),2070,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (recirculating),2075,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (recirculating),2080,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (recirculating),2085,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (recirculating),2090,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (recirculating),2095,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (recirculating),2100,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (dry cooling),2020,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (dry cooling),2025,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (dry cooling),2030,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (dry cooling),2035,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (dry cooling),2040,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (dry cooling),2045,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (dry cooling),2050,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (dry cooling),2055,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (dry cooling),2060,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (dry cooling),2065,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (dry cooling),2070,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (dry cooling),2075,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (dry cooling),2080,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (dry cooling),2085,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (dry cooling),2090,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (dry cooling),2095,regional coal,0.4
India,elec_coal (conv pul CCS),coal (conv pul CCS),coal (conv pul CCS) (dry cooling),2100,regional coal,0.4
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (once through),2020,regional coal,0.42
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (once through),2025,regional coal,0.43
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (once through),2030,regional coal,0.44
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (once through),2035,regional coal,0.455
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (once through),2040,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (once through),2045,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (once through),2050,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (once through),2055,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (once through),2060,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (once through),2065,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (once through),2070,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (once through),2075,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (once through),2080,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (once through),2085,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (once through),2090,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (once through),2095,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (once through),2100,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (seawater),2020,regional coal,0.42
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (seawater),2025,regional coal,0.43
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (seawater),2030,regional coal,0.44
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (seawater),2035,regional coal,0.455
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (seawater),2040,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (seawater),2045,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (seawater),2050,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (seawater),2055,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (seawater),2060,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (seawater),2065,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (seawater),2070,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (seawater),2075,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (seawater),2080,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (seawater),2085,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (seawater),2090,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (seawater),2095,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (seawater),2100,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (recirculating),2020,regional coal,0.42
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (recirculating),2025,regional coal,0.43
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (recirculating),2030,regional coal,0.44
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (recirculating),2035,regional coal,0.455
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (recirculating),2040,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (recirculating),2045,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (recirculating),2050,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (recirculating),2055,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (recirculating),2060,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (recirculating),2065,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (recirculating),2070,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (recirculating),2075,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (recirculating),2080,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (recirculating),2085,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (recirculating),2090,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (recirculating),2095,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (recirculating),2100,regional coal,0.47
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (dry cooling),2020,regional coal,0.42
India,elec_coal (IGCC CCS),coal (IGCC CCS),coal (IGCC CCS) (dry cooling),2025,regional coal,0.43
