# File: A10.SE_PopH_Census_1961_2011.csv
# Title: Population
# Units: persons
# Source: Interpolation of the data given by Census of India
# Column types: ciiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
# ----------
state,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
India,439005000,449924000,460836000,471753000,482664000,493590000,504501000,515415000,526328000,537244000,548159000,561679000,575194000,588712000,602229000,615753000,629262000,642781000,656297000,669814000,683331000,699639000,715949000,732262000,748570000,764885000,781186000,797499000,813807000,830121000,846425000,864660000,882885000,901123000,919353000,937591000,955813000,974047000,992280000,1010510000,1028741000,1046954000,1065163000,1083376000,1101586200,1119807000,1138007000,1156223000,1174432000,1192642700,1210854000
