# File: A44.india_state_in_EJ_res_F_spaceheating_Y.csv
# Title: State-wise space heating energy demand in India
# Units: EJ/yr
# Comments: Residential space heating energy demand
# Source: Refer to India_bld disaggg
# Column types: ccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
state,sector,fuel,service,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
India,resid rural,biomass,resid rural space heating,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0.022784801,0
India,resid rural,coal,resid rural space heating,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002686177,0.002696639
India,resid rural,electricity,resid rural space heating,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.003342,0.001298176
India,resid urban,biomass,resid urban space heating,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0.006193388,0
India,resid urban,coal,resid urban space heating,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784583,0.003784501
India,resid urban,electricity,resid urban space heating,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.006957627,0.005150727
