# File: A10.SE_SGDP_MOSPI_11INR.csv
# Title: National India Gross State Domestic Product (GSDP) for the base year 2011-12
# Units: INR Crores
#The raw data is available in different price series but for uniformity all the GDP values are converted into 2011-12 base price year
# Source: Ministry of Statistics and Programme Implementation (MoSPI)
# Column types: cnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
#------------
state,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
India,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49,13266091.49
